Homology group node id,class,Genome 1,Genome 10,Genome 11,Genome 12,Genome 13,Genome 14,Genome 15,Genome 16,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9
901746,accessory,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
901750,accessory,2,1,2,1,2,1,1,1,0,1,1,1,1,1,2,1
901751,accessory,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
901752,accessory,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
901753,accessory,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
901754,accessory,0,3,1,2,1,2,3,0,0,1,0,1,1,3,1,0
901755,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901757,accessory,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0
901758,accessory,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
901759,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901760,accessory,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
901767,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901768,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901770,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901771,accessory,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
901772,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901775,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901777,accessory,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1
901778,accessory,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
901779,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901781,accessory,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
901783,accessory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
901785,accessory,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
901786,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901789,accessory,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1
901790,accessory,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
901791,accessory,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
901792,accessory,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
901793,accessory,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
901794,accessory,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
901795,accessory,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
901799,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901800,accessory,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
901802,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901804,accessory,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
901807,accessory,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
901808,accessory,1,0,2,1,1,0,0,0,0,3,3,0,1,0,0,0
901810,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901813,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901814,accessory,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1
901815,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901816,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901817,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901818,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901819,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901820,accessory,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
901821,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901822,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2
901823,accessory,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
901824,accessory,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
901825,accessory,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
901826,accessory,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0
901831,accessory,0,2,2,1,1,1,1,0,1,2,2,1,2,2,2,2
901832,accessory,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
901835,accessory,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
901836,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901838,accessory,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
901839,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901840,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901842,accessory,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1
901843,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901844,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901845,accessory,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
901846,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901847,accessory,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
901848,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
901849,accessory,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1
901850,accessory,1,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1
901851,accessory,0,1,1,1,1,2,1,0,0,1,1,1,0,1,1,1
901853,accessory,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1
901854,accessory,1,1,0,4,2,4,0,1,0,0,2,2,1,1,1,2
901855,accessory,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
901856,accessory,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1
901860,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901862,accessory,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
901863,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901864,accessory,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
901867,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901871,accessory,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
901875,accessory,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
901877,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901878,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901879,accessory,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
901880,accessory,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
901881,accessory,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
901882,accessory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
901884,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901885,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901886,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901887,accessory,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1
901888,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901889,accessory,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
901890,accessory,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
901891,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901894,accessory,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
901896,accessory,1,0,0,2,1,1,0,2,0,0,1,0,0,0,0,0
901897,accessory,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
901898,accessory,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
901899,accessory,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
901904,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901905,accessory,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0
901906,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901908,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901909,accessory,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
901910,accessory,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1
901911,accessory,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
901912,accessory,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,2
901913,accessory,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
901914,accessory,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
901920,accessory,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
901921,accessory,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
901922,accessory,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
901924,accessory,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901928,accessory,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
901929,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
901933,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901936,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901938,accessory,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1
901939,accessory,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
901942,accessory,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
901944,accessory,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
901945,accessory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901946,accessory,1,1,0,1,1,2,1,1,0,1,1,1,1,1,1,1
901947,accessory,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1
901951,accessory,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
901955,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901956,accessory,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
901958,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901959,accessory,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
901960,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901961,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901962,accessory,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
901963,accessory,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
901964,accessory,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
901966,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901967,accessory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
901970,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901971,accessory,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
901972,accessory,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
901973,accessory,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
901974,accessory,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
901975,accessory,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
901979,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901980,accessory,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1
901981,accessory,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0
901983,accessory,1,1,1,0,0,1,1,0,0,1,0,1,2,1,1,1
901984,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901985,accessory,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0
901986,accessory,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
901987,accessory,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
901989,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901990,accessory,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
901992,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
901995,accessory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901996,accessory,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
901997,accessory,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
901998,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902000,accessory,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
902001,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902002,accessory,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
902003,accessory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
902004,accessory,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
902005,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
902007,accessory,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
902008,accessory,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
902011,accessory,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
902014,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902021,accessory,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
902024,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902028,accessory,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
902029,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902030,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902032,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902033,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902034,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902037,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902039,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902040,accessory,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902041,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902043,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902046,accessory,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0
902047,accessory,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0
902048,accessory,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1
902049,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902050,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902051,accessory,1,1,1,2,1,1,1,0,0,1,1,1,1,1,0,1
902052,accessory,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1
902053,accessory,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0
902054,accessory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
902055,accessory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
902058,accessory,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
902059,accessory,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902060,accessory,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
902061,accessory,0,2,0,0,1,0,0,0,0,1,1,1,1,1,1,0
902062,accessory,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1
902063,accessory,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
902064,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902066,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902067,accessory,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
902068,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902069,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
902070,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902073,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902077,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902078,accessory,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902079,accessory,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
902080,accessory,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
902081,accessory,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1
902082,accessory,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0
902084,accessory,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
902085,accessory,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
902088,accessory,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
902089,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902091,accessory,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
902096,accessory,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
902097,accessory,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0
902098,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902099,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902100,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
902101,accessory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
902102,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902105,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902106,accessory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
902109,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902112,accessory,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
902114,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902116,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902118,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902125,accessory,1,1,2,1,1,1,1,1,1,1,2,1,0,1,1,1
902126,accessory,0,0,0,0,1,0,0,0,0,0,0,1,3,3,2,1
902127,accessory,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0
902128,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902130,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902131,accessory,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
902132,accessory,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1
902133,accessory,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
902134,accessory,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
902137,accessory,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
902141,accessory,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1
902143,accessory,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
902144,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902145,accessory,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
902146,accessory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
902150,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902151,accessory,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
902152,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902153,accessory,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1
902154,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902155,accessory,2,0,2,1,0,0,0,0,0,2,2,2,2,0,0,0
902156,accessory,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
902158,accessory,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1
902159,accessory,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
902160,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
902161,accessory,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
902162,accessory,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
902163,accessory,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
902164,accessory,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
902165,accessory,0,0,0,2,1,3,0,0,0,0,0,1,1,2,1,2
902166,accessory,0,1,0,0,1,2,0,0,0,0,0,2,1,2,1,1
902167,accessory,0,0,0,1,2,1,0,1,0,0,0,1,1,1,1,1
902168,accessory,0,1,0,2,1,1,0,0,0,1,1,0,1,0,0,0
902169,accessory,0,2,0,1,1,0,0,0,0,1,1,0,0,0,1,1
902170,accessory,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
902171,accessory,0,2,0,1,1,0,0,0,0,0,0,1,0,0,1,1
902172,accessory,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1
902173,accessory,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0
902174,accessory,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
902175,accessory,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0
902176,accessory,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
902177,accessory,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
902178,accessory,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
902179,accessory,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
902180,accessory,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
902181,accessory,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
902187,accessory,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1
902190,accessory,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1
902191,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
902195,accessory,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1
902199,accessory,1,2,0,1,1,2,2,0,0,0,0,1,0,1,1,1
902200,accessory,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1
902201,accessory,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,1
902202,accessory,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1
902203,accessory,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
902204,accessory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
902207,accessory,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1
902208,accessory,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
902209,accessory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
902210,accessory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
902212,accessory,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1
902216,accessory,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
902218,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902219,accessory,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1
902220,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
902221,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902222,accessory,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
902224,accessory,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
902225,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
902226,accessory,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0
902227,accessory,1,1,0,2,1,1,1,0,0,0,1,0,0,1,1,1
902229,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902230,accessory,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
902233,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902235,accessory,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
902236,accessory,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
902237,accessory,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
902238,accessory,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
902239,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902240,accessory,1,0,0,0,3,0,2,2,0,3,2,0,0,0,1,0
902241,accessory,0,1,1,1,1,1,0,2,0,0,0,1,1,1,1,1
902242,accessory,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1
902243,accessory,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0
902244,accessory,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
902248,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902250,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902251,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
902252,accessory,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
902256,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902258,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902260,accessory,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
902261,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902265,accessory,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
902266,accessory,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
902269,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902270,accessory,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
902272,accessory,1,1,1,1,1,1,1,1,0,0,0,1,2,1,1,1
902274,accessory,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0
902275,accessory,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
902276,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902278,accessory,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
902279,accessory,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
902282,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902283,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902284,accessory,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
902285,accessory,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
902286,accessory,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
902287,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902288,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902291,accessory,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
902293,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902295,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
902297,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902298,accessory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
902299,accessory,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0
902300,accessory,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
902305,accessory,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
902307,accessory,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1
902308,accessory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
902309,accessory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
902310,accessory,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
902312,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902313,accessory,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
902314,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902315,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
902316,accessory,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
902318,accessory,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1
902319,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
