#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 10,Genome 11,Genome 12,Genome 13,Genome 14,Genome 15,Genome 16,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9
870597,accessory,5,2,,,,,,,,1,2,,,,,,,,
870597,accessory,6,2,,,,,,,,1,2,,,,,,,,
870597,accessory,7,2,,,,,,,,1,2,,,,,,,,
870597,accessory,8,2,,,,,,,,1,2,,,,,,,,
870597,accessory,9,2,,,,,,,,1,2,,,,,,,,
870599,core,4,3,1,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,
870600,accessory,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,
870600,accessory,4,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,
870602,core,1,3,,,,,,,,,2,,,,,,,,
870602,core,10,3,,,,,,,,,2,,,,,,,,
870602,core,11,3,,,,,,,,,2,,,,,,,,
870602,core,12,3,,,,,,,,,2,,,,,,,,
870602,core,13,3,,,,,,,,,2,,,,,,,,
870602,core,14,3,,,,,,,,,2,,,,,,,,
870602,core,15,3,,,,,,,,,2,,,,,,,,
870602,core,16,3,,,,,,,,,2,,,,,,,,
870602,core,3,3,,,,,,,,,2,,,,,,,,
870602,core,4,3,,,,,,,,,2,,,,,,,,
870602,core,5,3,,,,,,,,,2,,,,,,,,
870602,core,6,3,,,,,,,,,2,,,,,,,,
870602,core,7,3,,,,,,,,,2,,,,,,,,
870602,core,8,3,,,,,,,,,2,,,,,,,,
870602,core,9,3,,,,,,,,,2,,,,,,,,
870604,core,1,4,,1,1,1,1,2,1,1,2,,,,2,1,1,1,
870604,core,3,4,,1,1,1,1,2,1,1,2,,,,2,1,1,1,
870604,core,4,4,,1,1,1,1,2,1,1,2,,,,2,1,1,1,
870604,core,5,4,,1,1,1,1,2,1,1,2,,,,2,1,1,1,
870605,core,1,3,,1,1,,1,,1,,2,1,1,,,,1,,
870605,core,12,3,,1,1,,1,,1,,2,1,1,,,,1,,
870605,core,14,3,,1,1,,1,,1,,2,1,1,,,,1,,
870605,core,16,3,,1,1,,1,,1,,2,1,1,,,,1,,
870605,core,5,3,,1,1,,1,,1,,2,1,1,,,,1,,
870605,core,6,3,,1,1,,1,,1,,2,1,1,,,,1,,
870605,core,7,3,,1,1,,1,,1,,2,1,1,,,,1,,
870605,core,9,3,,1,1,,1,,1,,2,1,1,,,,1,,
870607,accessory,1,1,,1,,1,,,,1,1,1,,1,1,,,1,
870607,accessory,11,1,,1,,1,,,,1,1,1,,1,1,,,1,
870607,accessory,13,1,,1,,1,,,,1,1,1,,1,1,,,1,
870607,accessory,14,1,,1,,1,,,,1,1,1,,1,1,,,1,
870607,accessory,15,1,,1,,1,,,,1,1,1,,1,1,,,1,
870607,accessory,4,1,,1,,1,,,,1,1,1,,1,1,,,1,
870607,accessory,7,1,,1,,1,,,,1,1,1,,1,1,,,1,
870607,accessory,8,1,,1,,1,,,,1,1,1,,1,1,,,1,
870608,accessory,1,3,,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,
870609,accessory,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,
870609,accessory,16,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,
870611,accessory,13,2,1,1,1,1,,1,1,1,2,1,2,1,1,1,1,1,
870612,accessory,1,1,,1,1,1,,1,1,,1,,1,1,1,1,1,1,
870612,accessory,13,1,,1,1,1,,1,1,,1,,1,1,1,1,1,1,
870612,accessory,16,1,,1,1,1,,1,1,,1,,1,1,1,1,1,1,
870612,accessory,3,1,,1,1,1,,1,1,,1,,1,1,1,1,1,1,
870613,accessory,14,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,
870613,accessory,4,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,
870614,accessory,16,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,
870614,accessory,3,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,
870615,accessory,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
870615,accessory,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
870616,accessory,1,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,10,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,11,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,12,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,13,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,14,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,15,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,16,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,5,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,6,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,7,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,8,1,,,,,,,,,1,1,1,,,,,,
870616,accessory,9,1,,,,,,,,,1,1,1,,,,,,
870618,accessory,1,1,,,,,,,,,1,,,,,,,,
870618,accessory,10,1,,,,,,,,,1,,,,,,,,
870618,accessory,11,1,,,,,,,,,1,,,,,,,,
870618,accessory,12,1,,,,,,,,,1,,,,,,,,
870618,accessory,13,1,,,,,,,,,1,,,,,,,,
870618,accessory,14,1,,,,,,,,,1,,,,,,,,
870618,accessory,15,1,,,,,,,,,1,,,,,,,,
870618,accessory,16,1,,,,,,,,,1,,,,,,,,
870618,accessory,3,1,,,,,,,,,1,,,,,,,,
870618,accessory,4,1,,,,,,,,,1,,,,,,,,
870618,accessory,5,1,,,,,,,,,1,,,,,,,,
870618,accessory,6,1,,,,,,,,,1,,,,,,,,
870618,accessory,7,1,,,,,,,,,1,,,,,,,,
870618,accessory,8,1,,,,,,,,,1,,,,,,,,
870618,accessory,9,1,,,,,,,,,1,,,,,,,,
870620,accessory,14,1,1,1,1,1,1,,1,,1,1,1,1,,,1,1,
870620,accessory,16,1,1,1,1,1,1,,1,,1,1,1,1,,,1,1,
870620,accessory,6,1,1,1,1,1,1,,1,,1,1,1,1,,,1,1,
870620,accessory,7,1,1,1,1,1,1,,1,,1,1,1,1,,,1,1,
870621,accessory,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,
870621,accessory,3,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,
870621,accessory,4,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,
870622,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
870622,accessory,8,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
870623,core,14,4,2,2,2,2,2,,2,2,3,2,2,2,2,2,2,2,
870624,accessory,14,2,1,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,
870625,accessory,1,1,,,,,,,,,1,,,,,,,,
870625,accessory,10,1,,,,,,,,,1,,,,,,,,
870625,accessory,11,1,,,,,,,,,1,,,,,,,,
870625,accessory,12,1,,,,,,,,,1,,,,,,,,
870625,accessory,13,1,,,,,,,,,1,,,,,,,,
870625,accessory,14,1,,,,,,,,,1,,,,,,,,
870625,accessory,15,1,,,,,,,,,1,,,,,,,,
870625,accessory,16,1,,,,,,,,,1,,,,,,,,
870625,accessory,3,1,,,,,,,,,1,,,,,,,,
870625,accessory,4,1,,,,,,,,,1,,,,,,,,
870625,accessory,5,1,,,,,,,,,1,,,,,,,,
870625,accessory,6,1,,,,,,,,,1,,,,,,,,
870625,accessory,7,1,,,,,,,,,1,,,,,,,,
870625,accessory,8,1,,,,,,,,,1,,,,,,,,
870625,accessory,9,1,,,,,,,,,1,,,,,,,,
870626,accessory,8,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,,1,
870627,accessory,5,2,1,1,1,1,1,1,1,1,2,2,1,,1,,1,1,
870627,accessory,7,2,1,1,1,1,1,1,1,1,2,2,1,,1,,1,1,
870628,accessory,1,1,,,,,,,,,1,,,,,,,,
870628,accessory,10,1,,,,,,,,,1,,,,,,,,
870628,accessory,11,1,,,,,,,,,1,,,,,,,,
870628,accessory,12,1,,,,,,,,,1,,,,,,,,
870628,accessory,13,1,,,,,,,,,1,,,,,,,,
870628,accessory,14,1,,,,,,,,,1,,,,,,,,
870628,accessory,15,1,,,,,,,,,1,,,,,,,,
870628,accessory,16,1,,,,,,,,,1,,,,,,,,
870628,accessory,3,1,,,,,,,,,1,,,,,,,,
870628,accessory,4,1,,,,,,,,,1,,,,,,,,
870628,accessory,5,1,,,,,,,,,1,,,,,,,,
870628,accessory,6,1,,,,,,,,,1,,,,,,,,
870628,accessory,7,1,,,,,,,,,1,,,,,,,,
870628,accessory,8,1,,,,,,,,,1,,,,,,,,
870628,accessory,9,1,,,,,,,,,1,,,,,,,,
870630,accessory,1,1,,,,,,,,,1,,,,,,,,
870630,accessory,10,1,,,,,,,,,1,,,,,,,,
870630,accessory,11,1,,,,,,,,,1,,,,,,,,
870630,accessory,12,1,,,,,,,,,1,,,,,,,,
870630,accessory,13,1,,,,,,,,,1,,,,,,,,
870630,accessory,14,1,,,,,,,,,1,,,,,,,,
870630,accessory,15,1,,,,,,,,,1,,,,,,,,
870630,accessory,16,1,,,,,,,,,1,,,,,,,,
870630,accessory,3,1,,,,,,,,,1,,,,,,,,
870630,accessory,4,1,,,,,,,,,1,,,,,,,,
870630,accessory,5,1,,,,,,,,,1,,,,,,,,
870630,accessory,6,1,,,,,,,,,1,,,,,,,,
870630,accessory,7,1,,,,,,,,,1,,,,,,,,
870630,accessory,8,1,,,,,,,,,1,,,,,,,,
870630,accessory,9,1,,,,,,,,,1,,,,,,,,
870631,core,14,3,1,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,
870632,accessory,1,1,,,,,,,,,,1,,,,,,,
870632,accessory,10,1,,,,,,,,,,1,,,,,,,
870632,accessory,11,1,,,,,,,,,,1,,,,,,,
870632,accessory,12,1,,,,,,,,,,1,,,,,,,
870632,accessory,13,1,,,,,,,,,,1,,,,,,,
870632,accessory,14,1,,,,,,,,,,1,,,,,,,
870632,accessory,15,1,,,,,,,,,,1,,,,,,,
870632,accessory,16,1,,,,,,,,,,1,,,,,,,
870632,accessory,2,1,,,,,,,,,,1,,,,,,,
870632,accessory,4,1,,,,,,,,,,1,,,,,,,
870632,accessory,5,1,,,,,,,,,,1,,,,,,,
870632,accessory,6,1,,,,,,,,,,1,,,,,,,
870632,accessory,7,1,,,,,,,,,,1,,,,,,,
870632,accessory,8,1,,,,,,,,,,1,,,,,,,
870632,accessory,9,1,,,,,,,,,,1,,,,,,,
870633,core,14,3,1,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,
870634,accessory,10,1,1,,1,1,1,1,,1,1,1,,,,1,1,1,
870634,accessory,15,1,1,,1,1,1,1,,1,1,1,,,,1,1,1,
870634,accessory,4,1,1,,1,1,1,1,,1,1,1,,,,1,1,1,
870634,accessory,5,1,1,,1,1,1,1,,1,1,1,,,,1,1,1,
870634,accessory,6,1,1,,1,1,1,1,,1,1,1,,,,1,1,1,
870635,accessory,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,
870635,accessory,16,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,
870636,accessory,14,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,
870636,accessory,7,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,
870637,core,1,2,,1,,,,1,,,,,,,,,,,
870637,core,11,2,,1,,,,1,,,,,,,,,,,
870637,core,12,2,,1,,,,1,,,,,,,,,,,
870637,core,13,2,,1,,,,1,,,,,,,,,,,
870637,core,15,2,,1,,,,1,,,,,,,,,,,
870637,core,16,2,,1,,,,1,,,,,,,,,,,
870637,core,2,2,,1,,,,1,,,,,,,,,,,
870637,core,3,2,,1,,,,1,,,,,,,,,,,
870637,core,4,2,,1,,,,1,,,,,,,,,,,
870637,core,5,2,,1,,,,1,,,,,,,,,,,
870637,core,6,2,,1,,,,1,,,,,,,,,,,
870637,core,7,2,,1,,,,1,,,,,,,,,,,
870637,core,8,2,,1,,,,1,,,,,,,,,,,
870637,core,9,2,,1,,,,1,,,,,,,,,,,
870638,accessory,10,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,
870638,accessory,14,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,
870639,core,1,5,,2,2,1,2,1,2,1,4,1,1,1,1,2,1,1,
870641,core,14,4,1,1,1,1,1,,1,1,3,1,1,1,1,1,1,1,
870642,accessory,1,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,10,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,12,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,13,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,14,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,15,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,16,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,3,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,4,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,6,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,7,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,8,1,,,1,,,,,,1,,,1,,,,,
870642,accessory,9,1,,,1,,,,,,1,,,1,,,,,
870643,accessory,1,1,,,,,,,,,1,,,,,,,,
870643,accessory,10,1,,,,,,,,,1,,,,,,,,
870643,accessory,11,1,,,,,,,,,1,,,,,,,,
870643,accessory,12,1,,,,,,,,,1,,,,,,,,
870643,accessory,13,1,,,,,,,,,1,,,,,,,,
870643,accessory,14,1,,,,,,,,,1,,,,,,,,
870643,accessory,15,1,,,,,,,,,1,,,,,,,,
870643,accessory,16,1,,,,,,,,,1,,,,,,,,
870643,accessory,3,1,,,,,,,,,1,,,,,,,,
870643,accessory,4,1,,,,,,,,,1,,,,,,,,
870643,accessory,5,1,,,,,,,,,1,,,,,,,,
870643,accessory,6,1,,,,,,,,,1,,,,,,,,
870643,accessory,7,1,,,,,,,,,1,,,,,,,,
870643,accessory,8,1,,,,,,,,,1,,,,,,,,
870643,accessory,9,1,,,,,,,,,1,,,,,,,,
870644,accessory,1,1,,,,,,,,,1,,,,,,,,
870644,accessory,10,1,,,,,,,,,1,,,,,,,,
870644,accessory,11,1,,,,,,,,,1,,,,,,,,
870644,accessory,12,1,,,,,,,,,1,,,,,,,,
870644,accessory,13,1,,,,,,,,,1,,,,,,,,
870644,accessory,14,1,,,,,,,,,1,,,,,,,,
870644,accessory,15,1,,,,,,,,,1,,,,,,,,
870644,accessory,16,1,,,,,,,,,1,,,,,,,,
870644,accessory,3,1,,,,,,,,,1,,,,,,,,
870644,accessory,4,1,,,,,,,,,1,,,,,,,,
870644,accessory,5,1,,,,,,,,,1,,,,,,,,
870644,accessory,6,1,,,,,,,,,1,,,,,,,,
870644,accessory,7,1,,,,,,,,,1,,,,,,,,
870644,accessory,8,1,,,,,,,,,1,,,,,,,,
870644,accessory,9,1,,,,,,,,,1,,,,,,,,
870645,accessory,1,1,,,,,,,,,1,,,,,,,,
870645,accessory,10,1,,,,,,,,,1,,,,,,,,
870645,accessory,11,1,,,,,,,,,1,,,,,,,,
870645,accessory,12,1,,,,,,,,,1,,,,,,,,
870645,accessory,13,1,,,,,,,,,1,,,,,,,,
870645,accessory,14,1,,,,,,,,,1,,,,,,,,
870645,accessory,15,1,,,,,,,,,1,,,,,,,,
870645,accessory,16,1,,,,,,,,,1,,,,,,,,
870645,accessory,3,1,,,,,,,,,1,,,,,,,,
870645,accessory,4,1,,,,,,,,,1,,,,,,,,
870645,accessory,5,1,,,,,,,,,1,,,,,,,,
870645,accessory,6,1,,,,,,,,,1,,,,,,,,
870645,accessory,7,1,,,,,,,,,1,,,,,,,,
870645,accessory,8,1,,,,,,,,,1,,,,,,,,
870645,accessory,9,1,,,,,,,,,1,,,,,,,,
870646,core,1,2,,,,,,,,,1,,,,,,,,
870646,core,10,2,,,,,,,,,1,,,,,,,,
870646,core,11,2,,,,,,,,,1,,,,,,,,
870646,core,12,2,,,,,,,,,1,,,,,,,,
870646,core,13,2,,,,,,,,,1,,,,,,,,
870646,core,14,2,,,,,,,,,1,,,,,,,,
870646,core,15,2,,,,,,,,,1,,,,,,,,
870646,core,16,2,,,,,,,,,1,,,,,,,,
870646,core,3,2,,,,,,,,,1,,,,,,,,
870646,core,4,2,,,,,,,,,1,,,,,,,,
870646,core,5,2,,,,,,,,,1,,,,,,,,
870646,core,6,2,,,,,,,,,1,,,,,,,,
870646,core,7,2,,,,,,,,,1,,,,,,,,
870646,core,8,2,,,,,,,,,1,,,,,,,,
870646,core,9,2,,,,,,,,,1,,,,,,,,
870647,accessory,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,
870647,accessory,3,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,
870648,core,1,2,,,,,,,,,1,,1,,,,,,
870648,core,10,2,,,,,,,,,1,,1,,,,,,
870648,core,11,2,,,,,,,,,1,,1,,,,,,
870648,core,12,2,,,,,,,,,1,,1,,,,,,
870648,core,13,2,,,,,,,,,1,,1,,,,,,
870648,core,14,2,,,,,,,,,1,,1,,,,,,
870648,core,15,2,,,,,,,,,1,,1,,,,,,
870648,core,16,2,,,,,,,,,1,,1,,,,,,
870648,core,3,2,,,,,,,,,1,,1,,,,,,
870648,core,5,2,,,,,,,,,1,,1,,,,,,
870648,core,6,2,,,,,,,,,1,,1,,,,,,
870648,core,7,2,,,,,,,,,1,,1,,,,,,
870648,core,8,2,,,,,,,,,1,,1,,,,,,
870648,core,9,2,,,,,,,,,1,,1,,,,,,
870650,accessory,1,1,,,,,,,,,1,,1,,,,,,
870650,accessory,10,1,,,,,,,,,1,,1,,,,,,
870650,accessory,11,1,,,,,,,,,1,,1,,,,,,
870650,accessory,12,1,,,,,,,,,1,,1,,,,,,
870650,accessory,13,1,,,,,,,,,1,,1,,,,,,
870650,accessory,14,1,,,,,,,,,1,,1,,,,,,
870650,accessory,15,1,,,,,,,,,1,,1,,,,,,
870650,accessory,16,1,,,,,,,,,1,,1,,,,,,
870650,accessory,3,1,,,,,,,,,1,,1,,,,,,
870650,accessory,5,1,,,,,,,,,1,,1,,,,,,
870650,accessory,6,1,,,,,,,,,1,,1,,,,,,
870650,accessory,7,1,,,,,,,,,1,,1,,,,,,
870650,accessory,8,1,,,,,,,,,1,,1,,,,,,
870650,accessory,9,1,,,,,,,,,1,,1,,,,,,
870652,accessory,1,2,,,2,,2,,2,,1,,,2,,2,2,,
870652,accessory,10,2,,,2,,2,,2,,1,,,2,,2,2,,
870652,accessory,12,2,,,2,,2,,2,,1,,,2,,2,2,,
870652,accessory,14,2,,,2,,2,,2,,1,,,2,,2,2,,
870652,accessory,16,2,,,2,,2,,2,,1,,,2,,2,2,,
870652,accessory,3,2,,,2,,2,,2,,1,,,2,,2,2,,
870652,accessory,4,2,,,2,,2,,2,,1,,,2,,2,2,,
870652,accessory,6,2,,,2,,2,,2,,1,,,2,,2,2,,
870652,accessory,9,2,,,2,,2,,2,,1,,,2,,2,2,,
870653,accessory,11,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870653,accessory,13,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870653,accessory,15,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870653,accessory,5,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870653,accessory,7,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870653,accessory,8,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870654,accessory,11,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870654,accessory,13,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870654,accessory,15,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870654,accessory,5,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870654,accessory,7,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870654,accessory,8,1,1,1,,1,,1,,1,1,1,1,,1,,,1,
870655,accessory,1,1,,,,,,,,,1,,,,,,,,
870655,accessory,10,1,,,,,,,,,1,,,,,,,,
870655,accessory,11,1,,,,,,,,,1,,,,,,,,
870655,accessory,12,1,,,,,,,,,1,,,,,,,,
870655,accessory,13,1,,,,,,,,,1,,,,,,,,
870655,accessory,14,1,,,,,,,,,1,,,,,,,,
870655,accessory,15,1,,,,,,,,,1,,,,,,,,
870655,accessory,16,1,,,,,,,,,1,,,,,,,,
870655,accessory,3,1,,,,,,,,,1,,,,,,,,
870655,accessory,4,1,,,,,,,,,1,,,,,,,,
870655,accessory,5,1,,,,,,,,,1,,,,,,,,
870655,accessory,6,1,,,,,,,,,1,,,,,,,,
870655,accessory,7,1,,,,,,,,,1,,,,,,,,
870655,accessory,8,1,,,,,,,,,1,,,,,,,,
870655,accessory,9,1,,,,,,,,,1,,,,,,,,
870656,accessory,1,1,,,,,,,,,1,,,,,,,,
870656,accessory,10,1,,,,,,,,,1,,,,,,,,
870656,accessory,11,1,,,,,,,,,1,,,,,,,,
870656,accessory,12,1,,,,,,,,,1,,,,,,,,
870656,accessory,13,1,,,,,,,,,1,,,,,,,,
870656,accessory,14,1,,,,,,,,,1,,,,,,,,
870656,accessory,15,1,,,,,,,,,1,,,,,,,,
870656,accessory,16,1,,,,,,,,,1,,,,,,,,
870656,accessory,3,1,,,,,,,,,1,,,,,,,,
870656,accessory,4,1,,,,,,,,,1,,,,,,,,
870656,accessory,5,1,,,,,,,,,1,,,,,,,,
870656,accessory,6,1,,,,,,,,,1,,,,,,,,
870656,accessory,7,1,,,,,,,,,1,,,,,,,,
870656,accessory,8,1,,,,,,,,,1,,,,,,,,
870656,accessory,9,1,,,,,,,,,1,,,,,,,,
870657,accessory,10,1,1,,,,,,,,1,,,,,,,,
870657,accessory,11,1,1,,,,,,,,1,,,,,,,,
870657,accessory,12,1,1,,,,,,,,1,,,,,,,,
870657,accessory,13,1,1,,,,,,,,1,,,,,,,,
870657,accessory,14,1,1,,,,,,,,1,,,,,,,,
870657,accessory,15,1,1,,,,,,,,1,,,,,,,,
870657,accessory,16,1,1,,,,,,,,1,,,,,,,,
870657,accessory,3,1,1,,,,,,,,1,,,,,,,,
870657,accessory,4,1,1,,,,,,,,1,,,,,,,,
870657,accessory,5,1,1,,,,,,,,1,,,,,,,,
870657,accessory,6,1,1,,,,,,,,1,,,,,,,,
870657,accessory,7,1,1,,,,,,,,1,,,,,,,,
870657,accessory,8,1,1,,,,,,,,1,,,,,,,,
870657,accessory,9,1,1,,,,,,,,1,,,,,,,,
870659,accessory,10,1,1,,,,,,,1,1,1,,1,,,,,
870659,accessory,11,1,1,,,,,,,1,1,1,,1,,,,,
870659,accessory,12,1,1,,,,,,,1,1,1,,1,,,,,
870659,accessory,13,1,1,,,,,,,1,1,1,,1,,,,,
870659,accessory,14,1,1,,,,,,,1,1,1,,1,,,,,
870659,accessory,15,1,1,,,,,,,1,1,1,,1,,,,,
870659,accessory,4,1,1,,,,,,,1,1,1,,1,,,,,
870659,accessory,6,1,1,,,,,,,1,1,1,,1,,,,,
870659,accessory,7,1,1,,,,,,,1,1,1,,1,,,,,
870659,accessory,8,1,1,,,,,,,1,1,1,,1,,,,,
870659,accessory,9,1,1,,,,,,,1,1,1,,1,,,,,
870660,accessory,1,1,,,,,,,,,1,,,,,,,,
870660,accessory,10,1,,,,,,,,,1,,,,,,,,
870660,accessory,11,1,,,,,,,,,1,,,,,,,,
870660,accessory,12,1,,,,,,,,,1,,,,,,,,
870660,accessory,13,1,,,,,,,,,1,,,,,,,,
870660,accessory,14,1,,,,,,,,,1,,,,,,,,
870660,accessory,15,1,,,,,,,,,1,,,,,,,,
870660,accessory,16,1,,,,,,,,,1,,,,,,,,
870660,accessory,3,1,,,,,,,,,1,,,,,,,,
870660,accessory,4,1,,,,,,,,,1,,,,,,,,
870660,accessory,5,1,,,,,,,,,1,,,,,,,,
870660,accessory,6,1,,,,,,,,,1,,,,,,,,
870660,accessory,7,1,,,,,,,,,1,,,,,,,,
870660,accessory,8,1,,,,,,,,,1,,,,,,,,
870660,accessory,9,1,,,,,,,,,1,,,,,,,,
870661,core,4,3,1,1,1,1,1,1,1,2,2,1,,1,1,1,1,1,
870662,accessory,1,1,,,,,,1,,,1,,,,,,,,
870662,accessory,10,1,,,,,,1,,,1,,,,,,,,
870662,accessory,11,1,,,,,,1,,,1,,,,,,,,
870662,accessory,12,1,,,,,,1,,,1,,,,,,,,
870662,accessory,13,1,,,,,,1,,,1,,,,,,,,
870662,accessory,15,1,,,,,,1,,,1,,,,,,,,
870662,accessory,16,1,,,,,,1,,,1,,,,,,,,
870662,accessory,3,1,,,,,,1,,,1,,,,,,,,
870662,accessory,4,1,,,,,,1,,,1,,,,,,,,
870662,accessory,5,1,,,,,,1,,,1,,,,,,,,
870662,accessory,6,1,,,,,,1,,,1,,,,,,,,
870662,accessory,7,1,,,,,,1,,,1,,,,,,,,
870662,accessory,8,1,,,,,,1,,,1,,,,,,,,
870662,accessory,9,1,,,,,,1,,,1,,,,,,,,
870663,accessory,1,1,,,,,,,,1,1,,,,,,,,
870663,accessory,10,1,,,,,,,,1,1,,,,,,,,
870663,accessory,11,1,,,,,,,,1,1,,,,,,,,
870663,accessory,12,1,,,,,,,,1,1,,,,,,,,
870663,accessory,13,1,,,,,,,,1,1,,,,,,,,
870663,accessory,14,1,,,,,,,,1,1,,,,,,,,
870663,accessory,15,1,,,,,,,,1,1,,,,,,,,
870663,accessory,3,1,,,,,,,,1,1,,,,,,,,
870663,accessory,4,1,,,,,,,,1,1,,,,,,,,
870663,accessory,5,1,,,,,,,,1,1,,,,,,,,
870663,accessory,6,1,,,,,,,,1,1,,,,,,,,
870663,accessory,7,1,,,,,,,,1,1,,,,,,,,
870663,accessory,8,1,,,,,,,,1,1,,,,,,,,
870663,accessory,9,1,,,,,,,,1,1,,,,,,,,
870664,accessory,1,1,,,,,,,1,,1,,1,,,,,1,
870664,accessory,10,1,,,,,,,1,,1,,1,,,,,1,
870664,accessory,11,1,,,,,,,1,,1,,1,,,,,1,
870664,accessory,12,1,,,,,,,1,,1,,1,,,,,1,
870664,accessory,13,1,,,,,,,1,,1,,1,,,,,1,
870664,accessory,14,1,,,,,,,1,,1,,1,,,,,1,
870664,accessory,16,1,,,,,,,1,,1,,1,,,,,1,
870664,accessory,3,1,,,,,,,1,,1,,1,,,,,1,
870664,accessory,5,1,,,,,,,1,,1,,1,,,,,1,
870664,accessory,6,1,,,,,,,1,,1,,1,,,,,1,
870664,accessory,7,1,,,,,,,1,,1,,1,,,,,1,
870664,accessory,8,1,,,,,,,1,,1,,1,,,,,1,
870667,accessory,1,1,,,,,,,,,1,,,,,,,,
870667,accessory,10,1,,,,,,,,,1,,,,,,,,
870667,accessory,11,1,,,,,,,,,1,,,,,,,,
870667,accessory,12,1,,,,,,,,,1,,,,,,,,
870667,accessory,13,1,,,,,,,,,1,,,,,,,,
870667,accessory,14,1,,,,,,,,,1,,,,,,,,
870667,accessory,15,1,,,,,,,,,1,,,,,,,,
870667,accessory,16,1,,,,,,,,,1,,,,,,,,
870667,accessory,3,1,,,,,,,,,1,,,,,,,,
870667,accessory,4,1,,,,,,,,,1,,,,,,,,
870667,accessory,5,1,,,,,,,,,1,,,,,,,,
870667,accessory,6,1,,,,,,,,,1,,,,,,,,
870667,accessory,7,1,,,,,,,,,1,,,,,,,,
870667,accessory,8,1,,,,,,,,,1,,,,,,,,
870667,accessory,9,1,,,,,,,,,1,,,,,,,,
870669,accessory,14,2,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,
870670,accessory,1,1,,,,,,,,,1,,,,,,,,
870670,accessory,10,1,,,,,,,,,1,,,,,,,,
870670,accessory,11,1,,,,,,,,,1,,,,,,,,
870670,accessory,12,1,,,,,,,,,1,,,,,,,,
