# BUSCO version is: 5.8.3 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1at3699	Complete	gene-DARMORV10_C09P75640.1	9021.2	4307	https://v10-1.orthodb.org/?query=1at3699	Zinc finger, ZZ-type
12642at3699	Duplicated	gene-DARMORV10_C04P05550.1	595.5	322	https://v10-1.orthodb.org/?query=12642at3699	Sister chromatid cohesion protein Dcc1
12642at3699	Duplicated	gene-DARMORV10_A05P04740.1	591.6	322	https://v10-1.orthodb.org/?query=12642at3699	Sister chromatid cohesion protein Dcc1
12644at3699	Duplicated	gene-DARMORV10_A04P16060.1	662.8	307	https://v10-1.orthodb.org/?query=12644at3699	NAD-dependent epimerase/dehydratase
12644at3699	Duplicated	gene-DARMORV10_C04P50520.1	661.6	307	https://v10-1.orthodb.org/?query=12644at3699	NAD-dependent epimerase/dehydratase
12647at3699	Duplicated	gene-DARMORV10_C07P01740.1	476.2	276	https://v10-1.orthodb.org/?query=12647at3699	DNA glycosylase
12647at3699	Duplicated	gene-DARMORV10_A07P00740.1	461.9	276	https://v10-1.orthodb.org/?query=12647at3699	DNA glycosylase
12654at3699	Duplicated	gene-DARMORV10_C05P16060.1	519.7	271	https://v10-1.orthodb.org/?query=12654at3699	3-hydroxyisobutyrate dehydrogenase, NAD-binding domain
12654at3699	Duplicated	gene-DARMORV10_A06P13550.1	518.9	271	https://v10-1.orthodb.org/?query=12654at3699	3-hydroxyisobutyrate dehydrogenase, NAD-binding domain
12662at3699	Duplicated	gene-DARMORV10_A07P33520.1	620.3	302	https://v10-1.orthodb.org/?query=12662at3699	Methyltransferase domain
12662at3699	Duplicated	gene-DARMORV10_C06P39930.1	615.0	302	https://v10-1.orthodb.org/?query=12662at3699	Methyltransferase domain
12674at3699	Duplicated	gene-DARMORV10_A06P08340.1	518.5	262	https://v10-1.orthodb.org/?query=12674at3699	Lactoylglutathione lyase
12674at3699	Duplicated	gene-DARMORV10_A08P33210.1	536.5	251	https://v10-1.orthodb.org/?query=12674at3699	Lactoylglutathione lyase
12674at3699	Duplicated	gene-DARMORV10_C08P14960.1	534.1	251	https://v10-1.orthodb.org/?query=12674at3699	Lactoylglutathione lyase
12679at3699	Duplicated	gene-DARMORV10_C07P23270.1	782.7	305	https://v10-1.orthodb.org/?query=12679at3699	GDSL lipase/esterase
12679at3699	Duplicated	gene-DARMORV10_A07P15980.1	781.9	305	https://v10-1.orthodb.org/?query=12679at3699	GDSL lipase/esterase
12681at3699	Duplicated	gene-DARMORV10_A02P04860.1	697.6	325	https://v10-1.orthodb.org/?query=12681at3699	GDSL lipase/esterase
12681at3699	Duplicated	gene-DARMORV10_C02P09860.1	692.7	325	https://v10-1.orthodb.org/?query=12681at3699	GDSL lipase/esterase
12688at3699	Duplicated	gene-DARMORV10_A05P01840.1	565.4	328	https://v10-1.orthodb.org/?query=12688at3699	tRNA-binding domain
12688at3699	Duplicated	gene-DARMORV10_C04P02140.1	561.8	328	https://v10-1.orthodb.org/?query=12688at3699	tRNA-binding domain
12689at3699	Complete	gene-DARMORV10_A08P10520.1	583.3	290	https://v10-1.orthodb.org/?query=12689at3699	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
12690at3699	Duplicated	gene-DARMORV10_A01P06860.1	684.7	352	https://v10-1.orthodb.org/?query=12690at3699	Zinc finger C2H2 superfamily
12690at3699	Duplicated	gene-DARMORV10_C01P07630.1	676.0	352	https://v10-1.orthodb.org/?query=12690at3699	Zinc finger C2H2 superfamily
12690at3699	Duplicated	gene-DARMORV10_C04P54110.1	587.4	352	https://v10-1.orthodb.org/?query=12690at3699	Zinc finger C2H2 superfamily
12701at3699	Duplicated	gene-DARMORV10_A09P32080.1	801.1	380	https://v10-1.orthodb.org/?query=12701at3699	2-oxoacid dehydrogenase acyltransferase, catalytic domain
12701at3699	Duplicated	gene-DARMORV10_C06P11500.1	798.8	380	https://v10-1.orthodb.org/?query=12701at3699	2-oxoacid dehydrogenase acyltransferase, catalytic domain
12707at3699	Duplicated	gene-DARMORV10_A02P29480.1	651.0	316	https://v10-1.orthodb.org/?query=12707at3699	GDSL lipase/esterase
12707at3699	Duplicated	gene-DARMORV10_C02P46790.1	645.2	316	https://v10-1.orthodb.org/?query=12707at3699	GDSL lipase/esterase
12723at3699	Duplicated	gene-DARMORV10_A06P48250.1	649.1	306	https://v10-1.orthodb.org/?query=12723at3699	S-adenosyl-L-methionine-dependent methyltransferase
12723at3699	Duplicated	gene-DARMORV10_C04P24910.1	648.6	306	https://v10-1.orthodb.org/?query=12723at3699	S-adenosyl-L-methionine-dependent methyltransferase
12730at3699	Duplicated	gene-DARMORV10_C05P09250.1	663.5	318	https://v10-1.orthodb.org/?query=12730at3699	Core-2/I-branching beta-1,6-n-acetylglucosaminyltransferase family protein
12730at3699	Duplicated	rna-DARMORV10_A06P07660.1	643.9	318	https://v10-1.orthodb.org/?query=12730at3699	Core-2/I-branching beta-1,6-n-acetylglucosaminyltransferase family protein
12736at3699	Duplicated	gene-DARMORV10_A06P07610.1	644.4	289	https://v10-1.orthodb.org/?query=12736at3699	15-cis-zeta-carotene isomerase, chloroplastic
12736at3699	Duplicated	gene-DARMORV10_C05P09200.1	642.0	289	https://v10-1.orthodb.org/?query=12736at3699	15-cis-zeta-carotene isomerase, chloroplastic
12753at3699	Duplicated	gene-DARMORV10_A07P04140.1	558.6	384	https://v10-1.orthodb.org/?query=12753at3699	Translation initiation factor 3, N-terminal
12753at3699	Duplicated	gene-DARMORV10_C07P06570.1	536.5	384	https://v10-1.orthodb.org/?query=12753at3699	Translation initiation factor 3, N-terminal
12762at3699	Duplicated	gene-DARMORV10_A05P32660.1	558.5	275	https://v10-1.orthodb.org/?query=12762at3699	Peroxidase
12762at3699	Duplicated	gene-DARMORV10_C05P49360.1	552.6	275	https://v10-1.orthodb.org/?query=12762at3699	Peroxidase
12767at3699	Complete	gene-DARMORV10_C02P08560.1	700.2	359	https://v10-1.orthodb.org/?query=12767at3699	Amino acid transporter, transmembrane domain
12775at3699	Duplicated	gene-DARMORV10_C06P08450.1	555.1	279	https://v10-1.orthodb.org/?query=12775at3699	Oxoglutarate/iron-dependent dioxygenase
12775at3699	Duplicated	gene-DARMORV10_A06P01550.1	554.7	279	https://v10-1.orthodb.org/?query=12775at3699	Oxoglutarate/iron-dependent dioxygenase
12777at3699	Duplicated	gene-DARMORV10_A02P29470.1	658.6	316	https://v10-1.orthodb.org/?query=12777at3699	GDSL lipase/esterase
12777at3699	Duplicated	gene-DARMORV10_C02P46780.1	655.8	316	https://v10-1.orthodb.org/?query=12777at3699	GDSL lipase/esterase
12779at3699	Duplicated	rna-DARMORV10_C05P23250.1	663.1	350	https://v10-1.orthodb.org/?query=12779at3699	WD40 repeat
12779at3699	Duplicated	rna-DARMORV10_A09P40760.1	662.2	350	https://v10-1.orthodb.org/?query=12779at3699	WD40 repeat
12784at3699	Duplicated	gene-DARMORV10_A05P26000.1	592.6	303	https://v10-1.orthodb.org/?query=12784at3699	Homocysteine-binding domain
12784at3699	Duplicated	gene-DARMORV10_C05P40390.1	592.0	303	https://v10-1.orthodb.org/?query=12784at3699	Homocysteine-binding domain
12793at3699	Duplicated	gene-DARMORV10_A05P42930.1	658.6	342	https://v10-1.orthodb.org/?query=12793at3699	F7O18.3 protein
12793at3699	Duplicated	gene-DARMORV10_C05P62710.1	657.9	342	https://v10-1.orthodb.org/?query=12793at3699	F7O18.3 protein
12795at3699	Duplicated	gene-DARMORV10_C05P58010.1	708.9	436	https://v10-1.orthodb.org/?query=12795at3699	Transcription initiation factor TFIID subunit 12
12795at3699	Duplicated	gene-DARMORV10_A05P38980.1	696.1	436	https://v10-1.orthodb.org/?query=12795at3699	Transcription initiation factor TFIID subunit 12
12803at3699	Duplicated	gene-DARMORV10_C01P33840.1	669.6	339	https://v10-1.orthodb.org/?query=12803at3699	Rhodanese-like domain
12803at3699	Duplicated	gene-DARMORV10_A03P46450.1	685.0	334	https://v10-1.orthodb.org/?query=12803at3699	Rhodanese-like domain
12803at3699	Duplicated	gene-DARMORV10_C07P44490.1	684.7	334	https://v10-1.orthodb.org/?query=12803at3699	Rhodanese-like domain
12813at3699	Duplicated	gene-DARMORV10_A03P34980.1	600.1	276	https://v10-1.orthodb.org/?query=12813at3699	tRNA pseudouridine synthase
12813at3699	Duplicated	gene-DARMORV10_C03P42560.1	599.4	276	https://v10-1.orthodb.org/?query=12813at3699	tRNA pseudouridine synthase
12822at3699	Duplicated	gene-DARMORV10_A07P38150.1	691.9	376	https://v10-1.orthodb.org/?query=12822at3699	Zinc finger, RING-type
12822at3699	Duplicated	gene-DARMORV10_C06P46080.1	690.6	375	https://v10-1.orthodb.org/?query=12822at3699	Zinc finger, RING-type
12826at3699	Duplicated	gene-DARMORV10_C03P02290.1	640.7	293	https://v10-1.orthodb.org/?query=12826at3699	Short-chain dehydrogenase/reductase, conserved site
12826at3699	Duplicated	gene-DARMORV10_A03P01920.1	639.9	293	https://v10-1.orthodb.org/?query=12826at3699	Short-chain dehydrogenase/reductase, conserved site
12832at3699	Duplicated	gene-DARMORV10_C08P30520.1	279.8	140	https://v10-1.orthodb.org/?query=12832at3699	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal
12832at3699	Duplicated	gene-DARMORV10_A09P48250.1	279.5	140	https://v10-1.orthodb.org/?query=12832at3699	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal
12836at3699	Duplicated	gene-DARMORV10_C04P47660.1	612.5	295	https://v10-1.orthodb.org/?query=12836at3699	Tetrapyrrole methylase
12836at3699	Duplicated	gene-DARMORV10_A04P13900.1	611.2	295	https://v10-1.orthodb.org/?query=12836at3699	Tetrapyrrole methylase
12837at3699	Duplicated	gene-DARMORV10_C03P83680.1	620.6	296	https://v10-1.orthodb.org/?query=12837at3699	3-hydroxyisobutyrate dehydrogenase
12837at3699	Duplicated	gene-DARMORV10_A08P15410.1	613.9	296	https://v10-1.orthodb.org/?query=12837at3699	3-hydroxyisobutyrate dehydrogenase
12838at3699	Duplicated	gene-DARMORV10_A05P28480.1	571.1	317	https://v10-1.orthodb.org/?query=12838at3699	Ribonuclease III domain
12838at3699	Duplicated	gene-DARMORV10_C05P43940.1	564.3	315	https://v10-1.orthodb.org/?query=12838at3699	Ribonuclease III domain
12839at3699	Duplicated	gene-DARMORV10_C09P15380.1	640.6	304	https://v10-1.orthodb.org/?query=12839at3699	Protein kinase domain
12839at3699	Duplicated	gene-DARMORV10_A09P12980.1	636.5	304	https://v10-1.orthodb.org/?query=12839at3699	Protein kinase domain
12839at3699	Duplicated	gene-DARMORV10_C05P60320.1	584.9	292	https://v10-1.orthodb.org/?query=12839at3699	Protein kinase domain
12839at3699	Duplicated	gene-DARMORV10_BNAPUS_DARMOR_BZH_SCAFFOLD_109P00260.1	574.5	292	https://v10-1.orthodb.org/?query=12839at3699	Protein kinase domain
12839at3699	Duplicated	gene-DARMORV10_A03P35050.1	566.1	290	https://v10-1.orthodb.org/?query=12839at3699	Protein kinase domain
12839at3699	Duplicated	gene-DARMORV10_C03P42630.1	565.4	290	https://v10-1.orthodb.org/?query=12839at3699	Protein kinase domain
12839at3699	Duplicated	gene-DARMORV10_C04P42760.1	554.4	289	https://v10-1.orthodb.org/?query=12839at3699	Protein kinase domain
12839at3699	Duplicated	gene-DARMORV10_A04P08880.1	551.6	289	https://v10-1.orthodb.org/?query=12839at3699	Protein kinase domain
12849at3699	Duplicated	gene-DARMORV10_A04P00120.1	778.6	400	https://v10-1.orthodb.org/?query=12849at3699	Pleckstrin-like, plant
12849at3699	Duplicated	gene-DARMORV10_C04P29930.1	778.4	400	https://v10-1.orthodb.org/?query=12849at3699	Pleckstrin-like, plant
12862at3699	Duplicated	rna-DARMORV10_C09P03030.1	559.3	291	https://v10-1.orthodb.org/?query=12862at3699	Cell division cycle protein 123
12862at3699	Duplicated	rna-DARMORV10_A09P02940.1	554.4	291	https://v10-1.orthodb.org/?query=12862at3699	Cell division cycle protein 123
12872at3699	Duplicated	rna-DARMORV10_C03P08130.1	553.1	258	https://v10-1.orthodb.org/?query=12872at3699	EID1-like F-box protein 1
12872at3699	Duplicated	gene-DARMORV10_A03P07140.1	551.2	258	https://v10-1.orthodb.org/?query=12872at3699	EID1-like F-box protein 1
12873at3699	Duplicated	gene-DARMORV10_A03P22140.1	497.9	365	https://v10-1.orthodb.org/?query=12873at3699	Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein
12873at3699	Duplicated	gene-DARMORV10_C03P26210.1	481.1	365	https://v10-1.orthodb.org/?query=12873at3699	Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein
12879at3699	Duplicated	gene-DARMORV10_A07P26340.1	561.1	269	https://v10-1.orthodb.org/?query=12879at3699	Zinc finger, RING-type
12879at3699	Duplicated	gene-DARMORV10_C06P28730.1	561.0	269	https://v10-1.orthodb.org/?query=12879at3699	Zinc finger, RING-type
12884at3699	Complete	gene-DARMORV10_A08P10040.1	683.1	347	https://v10-1.orthodb.org/?query=12884at3699	Sugar phosphate transporter domain
12887at3699	Duplicated	gene-DARMORV10_C08P33910.1	665.5	325	https://v10-1.orthodb.org/?query=12887at3699	Leucine-rich repeat
12887at3699	Duplicated	gene-DARMORV10_A09P51090.1	633.1	325	https://v10-1.orthodb.org/?query=12887at3699	Leucine-rich repeat
12888at3699	Duplicated	gene-DARMORV10_A06P04410.1	573.8	286	https://v10-1.orthodb.org/?query=12888at3699	Vacuolar protein sorting-associated protein 26
12888at3699	Duplicated	gene-DARMORV10_C06P03070.1	573.0	286	https://v10-1.orthodb.org/?query=12888at3699	Vacuolar protein sorting-associated protein 26
12896at3699	Duplicated	gene-DARMORV10_C07P36170.1	616.0	277	https://v10-1.orthodb.org/?query=12896at3699	Peptidase M48
12896at3699	Duplicated	gene-DARMORV10_A06P41480.1	615.7	276	https://v10-1.orthodb.org/?query=12896at3699	Peptidase M48
12910at3699	Duplicated	gene-DARMORV10_C02P23830.1	364.0	178	https://v10-1.orthodb.org/?query=12910at3699	Annexin
12910at3699	Duplicated	gene-DARMORV10_A02P14710.1	362.7	178	https://v10-1.orthodb.org/?query=12910at3699	Annexin
12916at3699	Duplicated	gene-DARMORV10_A01P16190.1	575.7	328	https://v10-1.orthodb.org/?query=12916at3699	TITAN-like protein
12916at3699	Duplicated	gene-DARMORV10_C01P20180.1	543.2	328	https://v10-1.orthodb.org/?query=12916at3699	TITAN-like protein
12938at3699	Duplicated	gene-DARMORV10_C05P43120.1	549.7	277	https://v10-1.orthodb.org/?query=12938at3699	RNA recognition motif domain
12938at3699	Duplicated	gene-DARMORV10_A05P27780.1	549.8	275	https://v10-1.orthodb.org/?query=12938at3699	RNA recognition motif domain
12941at3699	Duplicated	gene-DARMORV10_A06P27360.1	579.7	266	https://v10-1.orthodb.org/?query=12941at3699	Lipocalin
12941at3699	Duplicated	gene-DARMORV10_C03P66930.1	574.9	266	https://v10-1.orthodb.org/?query=12941at3699	Lipocalin
12942at3699	Duplicated	gene-DARMORV10_A09P32090.1	561.7	261	https://v10-1.orthodb.org/?query=12942at3699	5'-3' exonuclease, alpha-helical arch, N-terminal
12942at3699	Duplicated	gene-DARMORV10_C06P11540.1	557.6	261	https://v10-1.orthodb.org/?query=12942at3699	5'-3' exonuclease, alpha-helical arch, N-terminal
12950at3699	Duplicated	gene-DARMORV10_A03P32490.1	618.4	287	https://v10-1.orthodb.org/?query=12950at3699	Sugar phosphate transporter domain
12950at3699	Duplicated	gene-DARMORV10_C03P39570.1	607.2	287	https://v10-1.orthodb.org/?query=12950at3699	Sugar phosphate transporter domain
12951at3699	Duplicated	gene-DARMORV10_C07P32890.1	668.7	314	https://v10-1.orthodb.org/?query=12951at3699	Nucleotide-diphospho-sugar transferase
12951at3699	Duplicated	gene-DARMORV10_A06P43850.1	668.4	314	https://v10-1.orthodb.org/?query=12951at3699	Nucleotide-diphospho-sugar transferase
12963at3699	Duplicated	gene-DARMORV10_C05P12440.1	589.6	257	https://v10-1.orthodb.org/?query=12963at3699	Inositol oxygenase
12963at3699	Duplicated	gene-DARMORV10_A06P10570.1	588.7	257	https://v10-1.orthodb.org/?query=12963at3699	Inositol oxygenase
12974at3699	Duplicated	rna-DARMORV10_A06P36070.1	598.7	310	https://v10-1.orthodb.org/?query=12974at3699	Glycosyl transferase, family 14
12974at3699	Duplicated	rna-DARMORV10_C07P42510.1	585.5	310	https://v10-1.orthodb.org/?query=12974at3699	Glycosyl transferase, family 14
13000at3699	Missing
13002at3699	Complete	gene-DARMORV10_A08P10020.1	525.1	353	https://v10-1.orthodb.org/?query=13002at3699	Kinesin-like protein
13009at3699	Duplicated	gene-DARMORV10_A06P01480.1	599.4	290	https://v10-1.orthodb.org/?query=13009at3699	Mpv17/PMP22
13009at3699	Duplicated	gene-DARMORV10_C06P08540.1	586.5	290	https://v10-1.orthodb.org/?query=13009at3699	Mpv17/PMP22
13022at3699	Complete	gene-DARMORV10_C08P47970.1	503.9	247	https://v10-1.orthodb.org/?query=13022at3699	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
13023at3699	Duplicated	gene-DARMORV10_A10P05580.1	620.4	304	https://v10-1.orthodb.org/?query=13023at3699	At1g07040
13023at3699	Duplicated	gene-DARMORV10_C05P05130.1	554.1	270	https://v10-1.orthodb.org/?query=13023at3699	At1g07040
13027at3699	Duplicated	gene-DARMORV10_A08P03100.1	651.0	313	https://v10-1.orthodb.org/?query=13027at3699	Electron transfer flavoprotein, alpha subunit, C-terminal
13027at3699	Duplicated	gene-DARMORV10_C03P89710.1	649.5	312	https://v10-1.orthodb.org/?query=13027at3699	Electron transfer flavoprotein, alpha subunit, C-terminal
13033at3699	Duplicated	rna-DARMORV10_C04P47280.1	694.4	420	https://v10-1.orthodb.org/?query=13033at3699	Leucine-rich repeat, cysteine-containing subtype
13033at3699	Duplicated	rna-DARMORV10_A04P13500.1	696.5	417	https://v10-1.orthodb.org/?query=13033at3699	Leucine-rich repeat, cysteine-containing subtype
13047at3699	Duplicated	gene-DARMORV10_A09P67050.1	679.4	314	https://v10-1.orthodb.org/?query=13047at3699	Zinc finger, LSD1-type
13047at3699	Duplicated	gene-DARMORV10_C08P51310.1	677.8	314	https://v10-1.orthodb.org/?query=13047at3699	Zinc finger, LSD1-type
13052at3699	Duplicated	gene-DARMORV10_A02P23660.1	614.1	298	https://v10-1.orthodb.org/?query=13052at3699	Oxoglutarate/iron-dependent dioxygenase
13052at3699	Duplicated	gene-DARMORV10_C02P37420.1	601.5	298	https://v10-1.orthodb.org/?query=13052at3699	Oxoglutarate/iron-dependent dioxygenase
13064at3699	Complete	gene-DARMORV10_A06P39700.1	654.5	320	https://v10-1.orthodb.org/?query=13064at3699	Alpha/Beta hydrolase fold
13065at3699	Duplicated	gene-DARMORV10_A04P14920.1	555.5	281	https://v10-1.orthodb.org/?query=13065at3699	Nucleotide-sugar transporter
13065at3699	Duplicated	gene-DARMORV10_C04P48990.1	546.8	281	https://v10-1.orthodb.org/?query=13065at3699	Nucleotide-sugar transporter
13066at3699	Duplicated	gene-DARMORV10_A01P22560.1	698.1	343	https://v10-1.orthodb.org/?query=13066at3699	Mitochondrial substrate/solute carrier
13066at3699	Duplicated	gene-DARMORV10_C01P28060.1	696.1	343	https://v10-1.orthodb.org/?query=13066at3699	Mitochondrial substrate/solute carrier
13070at3699	Duplicated	gene-DARMORV10_C03P25900.1	611.6	296	https://v10-1.orthodb.org/?query=13070at3699	Peroxidase
13070at3699	Duplicated	gene-DARMORV10_A03P21830.1	605.7	296	https://v10-1.orthodb.org/?query=13070at3699	Peroxidase
13075at3699	Duplicated	gene-DARMORV10_C02P42670.1	584.6	330	https://v10-1.orthodb.org/?query=13075at3699	Tetratricopeptide repeat
13075at3699	Duplicated	gene-DARMORV10_A02P26870.1	584.0	330	https://v10-1.orthodb.org/?query=13075at3699	Tetratricopeptide repeat
13084at3699	Duplicated	gene-DARMORV10_C07P62660.1	612.0	263	https://v10-1.orthodb.org/?query=13084at3699	Xyloglucan endotransglucosylase/hydrolase
13084at3699	Duplicated	gene-DARMORV10_A03P65630.1	605.1	263	https://v10-1.orthodb.org/?query=13084at3699	Xyloglucan endotransglucosylase/hydrolase
13085at3699	Duplicated	gene-DARMORV10_A05P27240.1	627.7	290	https://v10-1.orthodb.org/?query=13085at3699	TauD/TfdA-like domain
13085at3699	Duplicated	gene-DARMORV10_C05P42080.1	621.3	290	https://v10-1.orthodb.org/?query=13085at3699	TauD/TfdA-like domain
13091at3699	Complete	gene-DARMORV10_C07P18360.1	614.7	288	https://v10-1.orthodb.org/?query=13091at3699	Purple acid phosphatase
13094at3699	Duplicated	gene-DARMORV10_C05P09720.1	561.9	247	https://v10-1.orthodb.org/?query=13094at3699	Xyloglucan endotransglucosylase/hydrolase
13094at3699	Duplicated	gene-DARMORV10_A06P08140.1	561.3	247	https://v10-1.orthodb.org/?query=13094at3699	Xyloglucan endotransglucosylase/hydrolase
13103at3699	Duplicated	gene-DARMORV10_C03P77720.1	596.4	288	https://v10-1.orthodb.org/?query=13103at3699	NmrA-like domain
13103at3699	Duplicated	gene-DARMORV10_A08P23720.1	595.8	288	https://v10-1.orthodb.org/?query=13103at3699	NmrA-like domain
13119at3699	Duplicated	gene-DARMORV10_C08P28310.1	561.7	264	https://v10-1.orthodb.org/?query=13119at3699	F-box protein PP2-A15
13119at3699	Duplicated	gene-DARMORV10_A09P46060.1	559.5	264	https://v10-1.orthodb.org/?query=13119at3699	F-box protein PP2-A15
13119at3699	Duplicated	gene-DARMORV10_C03P23690.1	504.4	254	https://v10-1.orthodb.org/?query=13119at3699	F-box protein PP2-A15
13119at3699	Duplicated	gene-DARMORV10_A03P20210.1	497.5	254	https://v10-1.orthodb.org/?query=13119at3699	F-box protein PP2-A15
13124at3699	Duplicated	gene-DARMORV10_A03P50690.1	489.5	243	https://v10-1.orthodb.org/?query=13124at3699	Rad1/Rec1/Rad17
13124at3699	Duplicated	gene-DARMORV10_C07P49120.1	472.9	243	https://v10-1.orthodb.org/?query=13124at3699	Rad1/Rec1/Rad17
13125at3699	Duplicated	gene-DARMORV10_BNAPUS_DARMOR_BZH_SCAFFOLD_122P00170.1	628.8	322	https://v10-1.orthodb.org/?query=13125at3699	EamA domain
13125at3699	Duplicated	gene-DARMORV10_BNAPUS_DARMOR_BZH_SCAFFOLD_99P00200.1	544.4	257	https://v10-1.orthodb.org/?query=13125at3699	EamA domain
13127at3699	Duplicated	gene-DARMORV10_C01P21600.1	596.8	292	https://v10-1.orthodb.org/?query=13127at3699	Peroxidase
13127at3699	Duplicated	gene-DARMORV10_A01P17240.1	596.0	292	https://v10-1.orthodb.org/?query=13127at3699	Peroxidase
13128at3699	Duplicated	gene-DARMORV10_C05P23080.1	627.0	325	https://v10-1.orthodb.org/?query=13128at3699	NHL repeat
13128at3699	Duplicated	gene-DARMORV10_A09P40950.1	620.5	323	https://v10-1.orthodb.org/?query=13128at3699	NHL repeat
13130at3699	Duplicated	gene-DARMORV10_A02P08210.1	669.0	350	https://v10-1.orthodb.org/?query=13130at3699	Pleckstrin-like, plant
13130at3699	Duplicated	gene-DARMORV10_C02P13870.1	666.2	350	https://v10-1.orthodb.org/?query=13130at3699	Pleckstrin-like, plant
13130at3699	Duplicated	gene-DARMORV10_A10P15140.1	653.2	345	https://v10-1.orthodb.org/?query=13130at3699	Pleckstrin-like, plant
13130at3699	Duplicated	gene-DARMORV10_C09P49650.1	646.7	344	https://v10-1.orthodb.org/?query=13130at3699	Pleckstrin-like, plant
13131at3699	Duplicated	gene-DARMORV10_A06P43540.1	672.2	332	https://v10-1.orthodb.org/?query=13131at3699	PAS domain
13131at3699	Duplicated	gene-DARMORV10_C07P33320.1	670.2	332	https://v10-1.orthodb.org/?query=13131at3699	PAS domain
13139at3699	Duplicated	gene-DARMORV10_A08P36070.1	648.1	315	https://v10-1.orthodb.org/?query=13139at3699	Protein of unknown function DUF455
13139at3699	Duplicated	gene-DARMORV10_C08P02440.1	642.3	315	https://v10-1.orthodb.org/?query=13139at3699	Protein of unknown function DUF455
13151at3699	Missing
13153at3699	Duplicated	rna-DARMORV10_C07P52600.1	501.2	247	https://v10-1.orthodb.org/?query=13153at3699	Oxoglutarate/iron-dependent dioxygenase
13153at3699	Duplicated	rna-DARMORV10_A03P54240.1	489.9	247	https://v10-1.orthodb.org/?query=13153at3699	Oxoglutarate/iron-dependent dioxygenase
13179at3699	Duplicated	gene-DARMORV10_C03P15350.1	493.6	370	https://v10-1.orthodb.org/?query=13179at3699	MIK19.5
13179at3699	Duplicated	gene-DARMORV10_A03P13130.1	485.0	370	https://v10-1.orthodb.org/?query=13179at3699	MIK19.5
13186at3699	Duplicated	gene-DARMORV10_A06P03030.1	585.7	276	https://v10-1.orthodb.org/?query=13186at3699	Pirin
13186at3699	Duplicated	gene-DARMORV10_C06P05750.1	581.0	276	https://v10-1.orthodb.org/?query=13186at3699	Pirin
13188at3699	Duplicated	gene-DARMORV10_A10P15260.1	536.5	275	https://v10-1.orthodb.org/?query=13188at3699	Leucine-rich repeat
13188at3699	Duplicated	gene-DARMORV10_C09P49770.1	533.9	275	https://v10-1.orthodb.org/?query=13188at3699	Leucine-rich repeat
13191at3699	Duplicated	rna-DARMORV10_C03P55770.1	577.6	353	https://v10-1.orthodb.org/?query=13191at3699	Harbinger transposase-derived nuclease domain
13191at3699	Duplicated	rna-DARMORV10_A03P44890.1	570.0	352	https://v10-1.orthodb.org/?query=13191at3699	Harbinger transposase-derived nuclease domain
13194at3699	Duplicated	gene-DARMORV10_C01P15540.1	626.8	304	https://v10-1.orthodb.org/?query=13194at3699	Alcohol dehydrogenase, C-terminal
13194at3699	Duplicated	gene-DARMORV10_A01P12900.1	612.1	304	https://v10-1.orthodb.org/?query=13194at3699	Alcohol dehydrogenase, C-terminal
13198at3699	Duplicated	gene-DARMORV10_C06P27060.1	651.7	295	https://v10-1.orthodb.org/?query=13198at3699	Protein-ribulosamine 3-kinase, chloroplastic
13198at3699	Duplicated	gene-DARMORV10_A07P25300.1	645.7	295	https://v10-1.orthodb.org/?query=13198at3699	Protein-ribulosamine 3-kinase, chloroplastic
13203at3699	Duplicated	gene-DARMORV10_C04P67300.1	739.9	259	https://v10-1.orthodb.org/?query=13203at3699	Serine aminopeptidase, S33
13203at3699	Duplicated	gene-DARMORV10_A04P30500.1	736.3	259	https://v10-1.orthodb.org/?query=13203at3699	Serine aminopeptidase, S33
13205at3699	Duplicated	gene-DARMORV10_A07P36860.1	533.6	270	https://v10-1.orthodb.org/?query=13205at3699	Protein of unknown function DUF220
13205at3699	Duplicated	gene-DARMORV10_C06P44330.1	532.9	270	https://v10-1.orthodb.org/?query=13205at3699	Protein of unknown function DUF220
13211at3699	Duplicated	gene-DARMORV10_C08P31440.1	669.8	341	https://v10-1.orthodb.org/?query=13211at3699	Putative sodium bile acid cotransporter
13211at3699	Duplicated	gene-DARMORV10_A09P49130.1	680.7	340	https://v10-1.orthodb.org/?query=13211at3699	Putative sodium bile acid cotransporter
13218at3699	Duplicated	gene-DARMORV10_A07P41720.1	442.9	222	https://v10-1.orthodb.org/?query=13218at3699	Enoyl-CoA hydratase 2, peroxisomal
13218at3699	Duplicated	gene-DARMORV10_C06P50100.1	437.7	222	https://v10-1.orthodb.org/?query=13218at3699	Enoyl-CoA hydratase 2, peroxisomal
13220at3699	Duplicated	gene-DARMORV10_C07P56410.1	527.3	271	https://v10-1.orthodb.org/?query=13220at3699	Protein LOW PSII ACCUMULATION 1-like
