# BUSCO version is: 5.8.3 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C5G052380.1	9022.2	4307	https://v10-1.orthodb.org/?query=1at3699	Zinc finger, ZZ-type
11729at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G023850.1	609.8	321	https://v10-1.orthodb.org/?query=11729at3699	NHL domain-containing protein
11731at3699	Missing
11734at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G006130.1	675.0	328	https://v10-1.orthodb.org/?query=11734at3699	RNA-binding, CRM domain
11734at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G021200.1	706.3	326	https://v10-1.orthodb.org/?query=11734at3699	RNA-binding, CRM domain
11735at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G020160.1	629.4	306	https://v10-1.orthodb.org/?query=11735at3699	At5g45170
11735at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G044670.1	632.8	301	https://v10-1.orthodb.org/?query=11735at3699	At5g45170
11739at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G004100.1	614.1	295	https://v10-1.orthodb.org/?query=11739at3699	BTB/POZ domain
11739at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G016580.1	610.4	295	https://v10-1.orthodb.org/?query=11739at3699	BTB/POZ domain
11751at3699	Missing
11755at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G034500.1	640.5	328	https://v10-1.orthodb.org/?query=11755at3699	Protein trichome birefringence-like 43
11755at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G064000.1	635.6	328	https://v10-1.orthodb.org/?query=11755at3699	Protein trichome birefringence-like 43
11760at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C1G025080.1	605.8	339	https://v10-1.orthodb.org/?query=11760at3699	Pleckstrin-like, plant
11773at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G019690.1	594.6	282	https://v10-1.orthodb.org/?query=11773at3699	Mitochondrial carrier protein
11773at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G036770.1	587.4	282	https://v10-1.orthodb.org/?query=11773at3699	Mitochondrial carrier protein
11774at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G046940.1	613.3	288	https://v10-1.orthodb.org/?query=11774at3699	Hexosyltransferase
11774at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G008540.1	605.6	288	https://v10-1.orthodb.org/?query=11774at3699	Hexosyltransferase
11782at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G041120.1	748.3	378	https://v10-1.orthodb.org/?query=11782at3699	FAD dependent oxidoreductase
11782at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G054320.1	738.5	378	https://v10-1.orthodb.org/?query=11782at3699	FAD dependent oxidoreductase
11792at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G004580.1	605.0	284	https://v10-1.orthodb.org/?query=11792at3699	WD40 repeat
11792at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G031950.1	592.4	284	https://v10-1.orthodb.org/?query=11792at3699	WD40 repeat
11800at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G056030.1	635.6	311	https://v10-1.orthodb.org/?query=11800at3699	HAD superfamily
11800at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G039500.1	634.4	309	https://v10-1.orthodb.org/?query=11800at3699	HAD superfamily
11801at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G047220.1	733.2	395	https://v10-1.orthodb.org/?query=11801at3699	PUB domain
11801at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G024290.1	730.5	395	https://v10-1.orthodb.org/?query=11801at3699	PUB domain
11806at3699	Missing
11810at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G036910.1	630.1	296	https://v10-1.orthodb.org/?query=11810at3699	GDSL lipase/esterase
11810at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G038440.1	628.9	296	https://v10-1.orthodb.org/?query=11810at3699	GDSL lipase/esterase
11816at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G030800.1	617.0	280	https://v10-1.orthodb.org/?query=11816at3699	WD40 repeat
11816at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G035630.1	617.0	280	https://v10-1.orthodb.org/?query=11816at3699	WD40 repeat
11821at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G057820.1	699.3	313	https://v10-1.orthodb.org/?query=11821at3699	Lactate/malate dehydrogenase, C-terminal
11821at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G041290.1	697.9	313	https://v10-1.orthodb.org/?query=11821at3699	Lactate/malate dehydrogenase, C-terminal
11822at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G010740.1	705.5	335	https://v10-1.orthodb.org/?query=11822at3699	Probable ethanolamine kinase
11822at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G058210.1	707.9	334	https://v10-1.orthodb.org/?query=11822at3699	Probable ethanolamine kinase
11823at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G043850.1	653.5	335	https://v10-1.orthodb.org/?query=11823at3699	Homoserine dehydrogenase
11823at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G025250.1	651.2	335	https://v10-1.orthodb.org/?query=11823at3699	Homoserine dehydrogenase
11825at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C8G053800.1	684.7	315	https://v10-1.orthodb.org/?query=11825at3699	ATPase
11825at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G016560.1	683.0	315	https://v10-1.orthodb.org/?query=11825at3699	ATPase
11825at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G014900.1	673.3	314	https://v10-1.orthodb.org/?query=11825at3699	ATPase
11829at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G022240.1	672.3	451	https://v10-1.orthodb.org/?query=11829at3699	uncharacterized protein LOC9319525
11829at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G005420.1	629.6	451	https://v10-1.orthodb.org/?query=11829at3699	uncharacterized protein LOC9319525
11838at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G050130.1	621.2	321	https://v10-1.orthodb.org/?query=11838at3699	Transcription termination factor, mitochondrial/chloroplastic
11838at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C6G043330.1	618.6	312	https://v10-1.orthodb.org/?query=11838at3699	Transcription termination factor, mitochondrial/chloroplastic
11843at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C6G024340.1	717.2	320	https://v10-1.orthodb.org/?query=11843at3699	Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain
11843at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G032690.1	719.0	319	https://v10-1.orthodb.org/?query=11843at3699	Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain
11843at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G051550.1	619.1	295	https://v10-1.orthodb.org/?query=11843at3699	Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain
11845at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G015970.1	651.5	309	https://v10-1.orthodb.org/?query=11845at3699	GDSL lipase/esterase
11845at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G048670.1	650.2	309	https://v10-1.orthodb.org/?query=11845at3699	GDSL lipase/esterase
11851at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G024780.1	562.8	284	https://v10-1.orthodb.org/?query=11851at3699	ATPase, BadF/BadG/BcrA/BcrD type
11851at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G014270.1	528.9	284	https://v10-1.orthodb.org/?query=11851at3699	ATPase, BadF/BadG/BcrA/BcrD type
11852at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G053520.1	554.8	284	https://v10-1.orthodb.org/?query=11852at3699	WD40 repeat
11852at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G046120.1	553.4	283	https://v10-1.orthodb.org/?query=11852at3699	WD40 repeat
11865at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B7G039790.1	695.6	326	https://v10-1.orthodb.org/?query=11865at3699	Glycoside hydrolase family 17
11865at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G036400.1	699.1	325	https://v10-1.orthodb.org/?query=11865at3699	Glycoside hydrolase family 17
11887at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G040500.1	519.5	252	https://v10-1.orthodb.org/?query=11887at3699	Quinolinate phosphoribosyl transferase, C-terminal
11887at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G040520.1	519.5	252	https://v10-1.orthodb.org/?query=11887at3699	Quinolinate phosphoribosyl transferase, C-terminal
11905at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C1G021210.1	667.6	298	https://v10-1.orthodb.org/?query=11905at3699	Metallo-beta-lactamase
11932at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G031220.1	501.5	323	https://v10-1.orthodb.org/?query=11932at3699	Zinc finger, CCCH-type
11932at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C6G039920.1	493.9	323	https://v10-1.orthodb.org/?query=11932at3699	Zinc finger, CCCH-type
11933at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G060400.1	559.3	344	https://v10-1.orthodb.org/?query=11933at3699	Transcription factor bHLH110
11933at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G053650.1	554.1	343	https://v10-1.orthodb.org/?query=11933at3699	Transcription factor bHLH110
11937at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C8G039710.1	724.9	419	https://v10-1.orthodb.org/?query=11937at3699	Zinc finger, CCCH-type
11937at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G005370.1	712.3	419	https://v10-1.orthodb.org/?query=11937at3699	Zinc finger, CCCH-type
11940at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B7G047360.1	621.8	320	https://v10-1.orthodb.org/?query=11940at3699	Glycerophosphodiester phosphodiesterase domain
11940at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G046530.1	620.6	320	https://v10-1.orthodb.org/?query=11940at3699	Glycerophosphodiester phosphodiesterase domain
11951at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G042820.1	641.1	330	https://v10-1.orthodb.org/?query=11951at3699	BRCA1-A complex subunit BRE
11951at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G011830.1	631.6	330	https://v10-1.orthodb.org/?query=11951at3699	BRCA1-A complex subunit BRE
11954at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G025730.1	618.1	305	https://v10-1.orthodb.org/?query=11954at3699	Adenosine/AMP deaminase domain
11954at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G018900.1	616.5	305	https://v10-1.orthodb.org/?query=11954at3699	Adenosine/AMP deaminase domain
11955at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C3G082650.1	609.1	328	https://v10-1.orthodb.org/?query=11955at3699	PPM-type phosphatase domain
11972at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G069160.1	636.5	335	https://v10-1.orthodb.org/?query=11972at3699	Cytidine and deoxycytidylate deaminase domain
11972at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G000180.1	634.7	324	https://v10-1.orthodb.org/?query=11972at3699	Cytidine and deoxycytidylate deaminase domain
11976at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G044810.1	682.1	385	https://v10-1.orthodb.org/?query=11976at3699	RecQ mediated genome instability protein, DUF1767
11976at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G026060.1	653.7	384	https://v10-1.orthodb.org/?query=11976at3699	RecQ mediated genome instability protein, DUF1767
11979at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G059500.1	569.5	340	https://v10-1.orthodb.org/?query=11979at3699	S-adenosyl-L-methionine-dependent methyltransferase
11979at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G038570.1	521.9	315	https://v10-1.orthodb.org/?query=11979at3699	S-adenosyl-L-methionine-dependent methyltransferase
11989at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G000360.1	581.9	299	https://v10-1.orthodb.org/?query=11989at3699	NADP-dependent oxidoreductase domain
11989at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G015430.1	524.5	299	https://v10-1.orthodb.org/?query=11989at3699	NADP-dependent oxidoreductase domain
11997at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G036080.1	652.9	320	https://v10-1.orthodb.org/?query=11997at3699	WAT1-related protein
11997at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G025650.1	647.9	319	https://v10-1.orthodb.org/?query=11997at3699	WAT1-related protein
12006at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G050290.1	629.5	353	https://v10-1.orthodb.org/?query=12006at3699	Heat shock factor (HSF)-type, DNA-binding
12006at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G061490.1	613.8	351	https://v10-1.orthodb.org/?query=12006at3699	Heat shock factor (HSF)-type, DNA-binding
12008at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G020200.1	667.2	320	https://v10-1.orthodb.org/?query=12008at3699	GDSL lipase/esterase
12008at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G058440.1	653.9	315	https://v10-1.orthodb.org/?query=12008at3699	GDSL lipase/esterase
12016at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G023730.1	527.8	257	https://v10-1.orthodb.org/?query=12016at3699	NmrA-like domain
12016at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C6G033070.1	523.3	257	https://v10-1.orthodb.org/?query=12016at3699	NmrA-like domain
12017at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G068080.1	631.1	310	https://v10-1.orthodb.org/?query=12017at3699	NmrA-like domain
12017at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G050960.1	630.6	310	https://v10-1.orthodb.org/?query=12017at3699	NmrA-like domain
12019at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G011230.1	584.2	285	https://v10-1.orthodb.org/?query=12019at3699	Oxoglutarate/iron-dependent dioxygenase
12019at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G000840.1	574.6	285	https://v10-1.orthodb.org/?query=12019at3699	Oxoglutarate/iron-dependent dioxygenase
12031at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G050530.1	667.1	367	https://v10-1.orthodb.org/?query=12031at3699	Uncharacterized protein At1g73380
12031at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G018600.1	661.3	367	https://v10-1.orthodb.org/?query=12031at3699	Uncharacterized protein At1g73380
12037at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G041030.1	512.5	274	https://v10-1.orthodb.org/?query=12037at3699	Alpha/Beta hydrolase fold
12037at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G017370.1	511.6	274	https://v10-1.orthodb.org/?query=12037at3699	Alpha/Beta hydrolase fold
12038at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G051460.1	611.2	299	https://v10-1.orthodb.org/?query=12038at3699	GDSL lipase/esterase
12038at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G028350.1	609.0	299	https://v10-1.orthodb.org/?query=12038at3699	GDSL lipase/esterase
12041at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012B5G032680.1	635.1	305	https://v10-1.orthodb.org/?query=12041at3699	Protein kinase domain
12042at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G027250.1	615.4	304	https://v10-1.orthodb.org/?query=12042at3699	Probable choline kinase 1
12042at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C6G036520.1	613.6	304	https://v10-1.orthodb.org/?query=12042at3699	Probable choline kinase 1
12047at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G038960.1	699.4	339	https://v10-1.orthodb.org/?query=12047at3699	EamA domain
12047at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G073390.1	633.1	314	https://v10-1.orthodb.org/?query=12047at3699	EamA domain
12053at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C5G024560.1	642.3	312	https://v10-1.orthodb.org/?query=12053at3699	GDSL lipase/esterase
12060at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G022210.1	697.4	402	https://v10-1.orthodb.org/?query=12060at3699	INO80 complex subunit B-like conserved region
12060at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B7G031520.1	683.1	402	https://v10-1.orthodb.org/?query=12060at3699	INO80 complex subunit B-like conserved region
12064at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G043840.1	610.3	288	https://v10-1.orthodb.org/?query=12064at3699	tRNA-dihydrouridine synthase
12064at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C8G025700.1	586.5	288	https://v10-1.orthodb.org/?query=12064at3699	tRNA-dihydrouridine synthase
12074at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G001040.1	588.2	307	https://v10-1.orthodb.org/?query=12074at3699	AP180 N-terminal homology (ANTH) domain
12074at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G064550.1	570.8	307	https://v10-1.orthodb.org/?query=12074at3699	AP180 N-terminal homology (ANTH) domain
12074at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G049400.1	557.7	307	https://v10-1.orthodb.org/?query=12074at3699	AP180 N-terminal homology (ANTH) domain
12081at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G016690.1	700.8	381	https://v10-1.orthodb.org/?query=12081at3699	Heat shock factor (HSF)-type, DNA-binding
12081at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B7G006610.1	667.9	381	https://v10-1.orthodb.org/?query=12081at3699	Heat shock factor (HSF)-type, DNA-binding
12081at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G027420.1	650.0	381	https://v10-1.orthodb.org/?query=12081at3699	Heat shock factor (HSF)-type, DNA-binding
12103at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G011530.1	720.8	364	https://v10-1.orthodb.org/?query=12103at3699	Presenilin
12103at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G024660.1	711.9	364	https://v10-1.orthodb.org/?query=12103at3699	Presenilin
12116at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G050770.1	678.6	318	https://v10-1.orthodb.org/?query=12116at3699	Mitochondrial carrier protein
12116at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G029800.1	674.8	318	https://v10-1.orthodb.org/?query=12116at3699	Mitochondrial carrier protein
12118at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G058800.1	685.3	332	https://v10-1.orthodb.org/?query=12118at3699	RNA-binding S4 domain
12118at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G019790.1	687.7	329	https://v10-1.orthodb.org/?query=12118at3699	RNA-binding S4 domain
12120at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G039410.1	509.9	273	https://v10-1.orthodb.org/?query=12120at3699	Gibberellin 2-beta-dioxygenase 6
12120at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G016620.1	528.8	271	https://v10-1.orthodb.org/?query=12120at3699	Gibberellin 2-beta-dioxygenase 6
12120at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G054420.1	537.6	270	https://v10-1.orthodb.org/?query=12120at3699	Gibberellin 2-beta-dioxygenase 6
12123at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G056030.1	709.9	376	https://v10-1.orthodb.org/?query=12123at3699	Snf7 family
12123at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C8G037740.1	702.6	376	https://v10-1.orthodb.org/?query=12123at3699	Snf7 family
12124at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G079150.1	619.3	301	https://v10-1.orthodb.org/?query=12124at3699	BTB/POZ domain
12124at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B7G013380.1	618.8	301	https://v10-1.orthodb.org/?query=12124at3699	BTB/POZ domain
12125at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G070060.1	668.9	336	https://v10-1.orthodb.org/?query=12125at3699	RNA-binding domain superfamily
12125at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G053330.1	668.4	336	https://v10-1.orthodb.org/?query=12125at3699	RNA-binding domain superfamily
12125at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G010330.1	650.1	336	https://v10-1.orthodb.org/?query=12125at3699	RNA-binding domain superfamily
12128at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G030060.1	617.6	295	https://v10-1.orthodb.org/?query=12128at3699	Mitochondrial carrier protein
12128at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C6G039040.1	615.4	294	https://v10-1.orthodb.org/?query=12128at3699	Mitochondrial carrier protein
12129at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G056440.1	601.8	270	https://v10-1.orthodb.org/?query=12129at3699	Methyltransferase type 11
12129at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G015480.1	600.0	270	https://v10-1.orthodb.org/?query=12129at3699	Methyltransferase type 11
12130at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G023040.1	657.8	347	https://v10-1.orthodb.org/?query=12130at3699	Glycosyl transferase family 29
12130at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G011910.1	641.0	347	https://v10-1.orthodb.org/?query=12130at3699	Glycosyl transferase family 29
12133at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G015410.1	685.1	307	https://v10-1.orthodb.org/?query=12133at3699	Ureohydrolase
12133at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G014170.1	681.2	307	https://v10-1.orthodb.org/?query=12133at3699	Ureohydrolase
12135at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G044420.1	601.7	318	https://v10-1.orthodb.org/?query=12135at3699	Methyltransferase small domain
12135at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G054430.1	579.6	313	https://v10-1.orthodb.org/?query=12135at3699	Methyltransferase small domain
12141at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G005520.1	647.1	314	https://v10-1.orthodb.org/?query=12141at3699	Protein of unknown function DUF620
12141at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G009150.1	632.9	309	https://v10-1.orthodb.org/?query=12141at3699	Protein of unknown function DUF620
12146at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G020520.1	687.5	370	https://v10-1.orthodb.org/?query=12146at3699	Leucine-rich repeat
12146at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G002350.1	686.1	369	https://v10-1.orthodb.org/?query=12146at3699	Leucine-rich repeat
12148at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G023530.1	584.0	359	https://v10-1.orthodb.org/?query=12148at3699	Uncharacterized protein At1g78810
12148at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G054250.1	567.0	353	https://v10-1.orthodb.org/?query=12148at3699	Uncharacterized protein At1g78810
12150at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G000490.1	803.6	417	https://v10-1.orthodb.org/?query=12150at3699	Xylanase inhibitor, C-terminal
12150at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G010790.1	819.1	416	https://v10-1.orthodb.org/?query=12150at3699	Xylanase inhibitor, C-terminal
12157at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G016460.1	680.8	307	https://v10-1.orthodb.org/?query=12157at3699	Alpha/Beta hydrolase fold
12157at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G017300.1	653.3	307	https://v10-1.orthodb.org/?query=12157at3699	Alpha/Beta hydrolase fold
12159at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C6G048120.1	596.2	281	https://v10-1.orthodb.org/?query=12159at3699	Transmembrane protein
12163at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G025130.1	528.6	267	https://v10-1.orthodb.org/?query=12163at3699	APO domain
12163at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G029160.1	524.1	267	https://v10-1.orthodb.org/?query=12163at3699	APO domain
12164at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G000450.1	624.3	303	https://v10-1.orthodb.org/?query=12164at3699	Mitochondrial carrier protein
12164at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G044590.1	635.9	301	https://v10-1.orthodb.org/?query=12164at3699	Mitochondrial carrier protein
12170at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012B6G050940.1	462.2	360	https://v10-1.orthodb.org/?query=12170at3699	DNA binding protein
12174at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G001400.1	716.5	313	https://v10-1.orthodb.org/?query=12174at3699	Replication factor C, C-terminal
12174at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G011840.1	692.6	313	https://v10-1.orthodb.org/?query=12174at3699	Replication factor C, C-terminal
12174at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G040960.1	715.7	312	https://v10-1.orthodb.org/?query=12174at3699	Replication factor C, C-terminal
12181at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G051030.1	622.1	279	https://v10-1.orthodb.org/?query=12181at3699	TatD family
12181at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G029300.1	619.3	278	https://v10-1.orthodb.org/?query=12181at3699	TatD family
12184at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G035470.1	681.9	321	https://v10-1.orthodb.org/?query=12184at3699	Bile acid:sodium symporter
12184at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C6G042730.1	672.7	318	https://v10-1.orthodb.org/?query=12184at3699	Bile acid:sodium symporter
12189at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G014140.1	634.3	342	https://v10-1.orthodb.org/?query=12189at3699	Minichromosome maintenance 10
12189at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G003940.1	556.7	342	https://v10-1.orthodb.org/?query=12189at3699	Minichromosome maintenance 10
12193at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G043150.1	641.4	305	https://v10-1.orthodb.org/?query=12193at3699	GDSL lipase/esterase
12193at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G007400.1	638.7	305	https://v10-1.orthodb.org/?query=12193at3699	GDSL lipase/esterase
12195at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G058990.1	700.4	347	https://v10-1.orthodb.org/?query=12195at3699	Protein of unknown function DUF819
